SMILES,o_mus_ipr_LD,o_rat_orl_TDLo,o_mus_ipr_LDLo,o_mus_orl_TDLo,o_rat_ipr_TDLo,o_mus_ivn_LD,o_rat_ipr_LD,o_mus_orl_LD,o_mus_unr_LD,o_rat_unr_LD,o_mus_scu_LDLo,o_rat_scu_LD,o_mus_scu_LD,o_rat_ipr_LDLo,o_mus_ipr_TDLo,o_rbt_skn_LD,o_rat_orl_LD,o_rat_ivn_TDLo,o_rat_orl_LDLo,o_rbt_orl_LD,o_rbt_ivn_LD,o_rat_ivn_LD,o_mus_orl_LDLo,o_rat_skn_LD,o_mam_unr_LD,o_gpg_orl_LD,o_wmn_orl_TDLo,o_man_orl_TDLo,o_rat_scu_TDLo
C/C(=C\C(=O)c1cccc(F)c1)N1CCN(c2ccccc2)CC1,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\C(=O)c1ccccc1)C(=O)Nc1cccc(C(F)(F)F)c1,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,
C/C(=C\C(=O)c1ccccc1)N1CCN(c2cccc(C(F)(F)F)c2)CC1,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\C(=O)c1ccccc1)N1CCN(c2ccccc2)CC1,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\C(C)C)C1(C)C(=O)NC(=O)NC1=O,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\C(C)CC(C)C)c1c2c([nH]c(=O)c1C)C(=O)C(=O)C([N+]#N)=C2[O-],4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\C(N)C(=O)O)CP(=O)(O)O,,,,,6.32,,,,,,,,,,5.06,,,,,,,,,,,,,,4.84
C/C(=C\C(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F,,,,,,,,,,,,,,,,3.44,4.33,,,,,,,,,,,,
C/C(=C\C/C=C(\C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O)C(=O)O,,,,,,,,,,,,,,,4.79,,,,,,,,,,,,,,
C/C(=C\C1N(Cc2ccccc2O)CCN1Cc1ccccc1O)c1ccccc1,,,,,,3.35,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\CC(C)/C=C1\CN2CCC[C@H]2[C@@](C)(O)C1)[C@@H](O)[C@@H](C)O,,,,,,,,,,,,,5.33,,,,,,,,,,,,,,,,
C/C(=C\CN1CCCCC1)Cc1ccc(S(=O)(=O)Nc2nccs2)cc1,3.53,,,,,,3.53,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\CN1CCCCC1)Cc1ccc(S(N)(=O)=O)cc1,3.19,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\CN1CCN(Cc2ccc3c(c2)OCO3)CC1)CCCC(C)CCCC(C)CCCC(C)C,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\CO)CCCC(C)C,,,,,,,,,,,,,,,,1.89,1.49,,1.49,,,,,1.89,,,,,
C/C(=C\CO)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,,,,,,,,,,,,,,,,1.77,1.6,,,,,,,,,,,,
C/C(=C\C[N+]1(C/C=C/Cc2ccccc2Br)CCCCC1)Cc1ccccc1,3.98,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\C[N+]1(C/C=C/Cc2ccccc2Cl)CCCCC1)Cc1ccccc1,3.95,,,,,,3.95,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\C[N+]1(CC(=O)OC2CCC(C)CC2)CCCCC1)Cc1ccccc1,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\C[N+]1(CC(=O)OC2CCCCC2)CCCCC1)Cc1ccccc1,4.13,,,,,,4.13,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\Cc1c(O)c(Cl)c(C)c(C=O)c1O)CC/C=C(\C)[C@@H]1CC(=O)C(C)(C)O1,2.28,,,,,,2.49,2.06,2.72,,,,,,,,1.78,,,,,,,,,,,,
C/C(=C\N1CCC(O)(c2ccccc2)CC1)C(=O)c1ccc(F)cc1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\N1CCCC1)C(=O)c1ccc(F)cc1,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\N1CCCCC1)C(=O)c1ccc(F)cc1,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\N1CCN(c2ccc(C)c(C)c2)CC1)C(=O)c1ccc(F)cc1,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\N1CCN(c2ccccc2C)CC1)C(=O)c1ccc(F)cc1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\N1CCN(c2ccccc2Cl)CC1)C(=O)c1ccc(F)cc1,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\NCC(O)c1ccccc1)C(=O)c1ccc(F)cc1,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\Nc1ccccn1)C(=O)c1ccc(F)cc1,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\Nc1cccnc1)C(=O)c1ccc(F)cc1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\[C@@H](N)C(=O)O)CP(=O)(O)O,,,,,5.62,,,,,,,,,,5.24,,,,,,,,,,,,,,
C/C(=C\[C@H]1[C@H](C(=O)O)C1(C)C)C(=O)O,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1c(C)n(C)n(-c2ccccc2)c1=O)C(=O)c1ccc(O)cc1,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1c(C)n(C)n(-c2ccccc2)c1=O)C(=O)c1ccccc1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(C(=O)O)cc1)c1ccc(C(C)C)s1,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(C)cc1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(C)cc1)CC(=O)O,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cc2cccnc2)cc1)C(=O)O,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cl)c(Cl)c1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cl)cc1)C(=O)N1CCCCC1,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cl)cc1)C(=O)N1CCN(C)CC1,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cl)cc1)C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2)CC1,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cl)cc1)C(=O)Nc1cccc(F)c1,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cl)cc1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cl)cc1)CC(=O)O,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(Cl)cc1Cl)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc(F)cc1)[N+](=O)[O-],,,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)N1CCCCC1,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)N1CCN(c2ccccc2)CC1,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)N1CCOCC1,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)NC(C)C,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc([N+](=O)[O-])o1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccc2c(c1)OCO2)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1cccc(C(F)(F)F)c1)C(=O)NC1CC1,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1cccc(C(F)(F)F)c1)C(N)=O,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1cccc(Cl)c1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1cccc([N+](=O)[O-])c1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1cccc2ccccc12)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccccc1)C(=O)NCCO,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccccc1)C(=O)OC(C)C(C)OC(=O)/C(C)=C/c1ccccc1,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccccc1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccccc1)CC(=O)N(CCO)CCO,,,,,,,,,,,,,,,,,2.24,,,,,,,,,,,,
C/C(=C\c1ccccc1)CC(=O)N1CCOCC1,,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,,
C/C(=C\c1ccccc1)CC(=O)NC1CCCCC1,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,
C/C(=C\c1ccccc1)CC(=O)NCCO,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,
C/C(=C\c1ccccc1)CN/N=C(\C)C(=O)O,,,,,,,,,,,,,,,,,2.53,,,,,,,,,,,,
C/C(=C\c1ccccc1)CO,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,
C/C(=C\c1ccccc1)[N+](=O)[O-],3.03,,,,,,,2.14,,,,,,2.91,,,,,,,,,,,,,,,
C/C(=C\c1ccccc1Cl)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccccc1[N+](=O)[O-])C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1ccco1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1cccs1)C(=O)Oc1c([N+](=O)[O-])ccc2cccnc12,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,,,,,,,,,,,,,,,,,,5.46,,,,,,,,,,,
C/C(=N/N(C)C)c1ccccc1,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/N(CCCl)CCCl)c1ccccc1,,,,,,,2.84,,,,,3.11,,,,,,,,,,,,,,,,,
C/C(=N/N1CCOCC1)c1csc(-c2ccc([N+](=O)[O-])s2)n1,2.63,,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,
C/C(=N/N=C(N)N)c1sc(/C=C/c2ccc([N+](=O)[O-])o2)nc1C,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)/C=C\C(=O)O)c1ccccc1,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)C(C)(C)O)c1cc(Cl)ccc1Cl,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)C(C)(C)O)c1ccc(Cl)cc1Cl,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)C(C)C)c1ccc(Cl)cc1Cl,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)C1OC1c1ccccc1)c1ccccc1Cl,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)CN)c1ccc(Cl)cc1Cl,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)COc1ccc(/C=C2/SC(=S)NC2=O)cc1)c1ccc(C)cc1,,,,,,,,,2.63,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)COc1ccc(/C=C2/SC(=S)NC2=O)cc1)c1ccccc1,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)Cn1c2ccccc2c2nc3cc(Cl)ccc3nc21)c1ccc(Br)c([N+](=O)[O-])c1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)Cn1c2ccccc2c2nc3cc(Cl)ccc3nc21)c1ccc(C)cc1,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)Cn1c2ccccc2c2nc3cc(Cl)ccc3nc21)c1ccc(N)cc1,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)NS(=O)(=O)c1c(C)cc(C)c2c(C)cc(=O)oc12)c1ccc(N)cc1,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(=O)c1cccnc1)c1cccnc1,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(N)=O)c1ccc([N+](=O)[O-])o1,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(N)=O)c1ccc2c(c1)C(CCl)c1cc(Cl)ccc1S2,,,,,,,,2.71,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(N)=O)c1ccccc1,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(N)=O)c1sc(/C=C/c2ccc([N+](=O)[O-])o2)nc1C,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(N)=S)c1cc(C)c(C)c(C)c1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(N)=S)c1cc2c(cn1)[nH]c1ccccc12,3.45,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(N)=S)c1ccc(Br)s1,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(N)=S)c1ccc(Cl)cc1,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NC(N)=S)c1sc(/C=C/c2ccc([N+](=O)[O-])o2)nc1C,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NCC(=O)N1c2ccccc2Sc2ccccc21)c1ccc(Cl)cc1,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NCC(=O)N1c2ccccc2Sc2ccccc21)c1ccc([N+](=O)[O-])cc1,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NCC(=O)N1c2ccccc2Sc2ccccc21)c1cccc(/C=N/O)c1,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/NCC(=O)N1c2ccccc2Sc2ccccc21)c1ccccc1,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/Nc1cc(CN2CCOCC2)c(-c2ccccc2)nn1)c1ccccc1,,,,,,,3.08,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/Nc1ccc(C(C)(C)C)nn1)c1cccs1,,,,,,,,,,,,,,,,,,,,,,,2.74,,,,,,
C/C(=N/Nc1ccc(C(C)(C)C)nn1)c1ccncc1,,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,
C/C(=N/Nc1ccc(Cl)cc1)[N+](=O)[O-],,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,,,,,,3.22,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/Nc1nc(C)cc(C)n1)c1ccccc1C,,,,,,,,2.67,,,,,,,,,2.69,,,,,,,2.1,,,,,
C/C(=N/O)C(=O)C(C)C,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/O)C1Cc2ccccc21,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/O)c1ccc(C)cc1,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,
C/C(=N/O)c1ccc(Cl)cc1,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,
C/C(=N/O)c1ccc(F)cc1,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,
C/C(=N/O)c1ccc(OCC(=O)N2CCCCCC2)cc1,,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,
C/C(=N/O)c1ccc(OCC(O)CO)cc1,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,
C/C(=N/O)c1cccc(OCC(O)C[NH+]2CCN(c3ccccc3)CC2)c1,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/O)c1cccs1,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,
C/C(=N/OC(=O)N(C)SSN(C)C(=O)O/N=C(/C)SCCC#N)SCCC#N,,,,,,,,,,,,,,,,,3.76,,,,,,,,,,,,
C/C(=N/OCC(=O)N1CCN(C)CC1)c1ccccc1,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,
C/C(=N/OCC(=O)N1CCOCC1)c1ccccc1,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,
C/C(=N/OCC(=O)NCCN1CCOCC1)c1ccccc1,,,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,
C/C(=N/OCC(=O)O)c1ccc(N)cc1,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,
C/C(=N/OCC(=O)O)c1ccccc1,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,
C/C(=N/OCCN(C)C)c1ccc(Cl)cc1,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/OCCN1CCCC1)c1ccc(Cl)cc1,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/OCCN1CCCCC1)c1ccc(Cl)cc1,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/OCCN1CCOCC1)c1ccc(Cl)cc1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N/c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)N(C)C,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\N(CCCl)CCCl)C(=O)O,,,,,,,4.48,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\N=C(/C)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,,,,,,5.2,,4.33,,,,,,,,,,,,,,,,,,,,,
C/C(=N\N=C(/C)C1CC(CC(=O)O)C1(C)C)C1CC(CC(=O)O)C1(C)C,,,,,,3.31,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(=O)N1CCCCC1)c1ccccc1Cl,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(C)(C)C)c1ccccc1Cl,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(C)(C)CO)c1ccccc1Cl,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(C)(C)O)c1ccccc1Cl,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(C)(C)[N+](=O)[O-])c1ccccc1Cl,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(C)(O)c1ccccc1)c1ccccc1Cl,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(C)C)c1ccccc1Cl,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(C)O)c1ccccc1Cl,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(F)(F)F)c1ccccc1Cl,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(N)=O)c1ccccc1Cl,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(O)(c1ccccc1)c1ccccc1)c1ccccc1Cl,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)C(O)c1ccccc1)c1ccccc1Cl,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)CC(C)O)c1ccccc1Cl,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)CO)c1ccccc1Cl,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)COc1ccc(/C=C2/SC(=S)N(CNc3ccccc3C)C2=O)cc1)c1ccc(C)cc1,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)CS)c1ccccc1Cl,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccc(Cl)cc2c2nc3ccccc3nc21)c1ccc(C)cc1,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccc(Cl)cc2c2nc3ccccc3nc21)c1ccc(Cl)cc1,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccc(Cl)cc2c2nc3ccccc3nc21)c1ccc([N+](=O)[O-])cc1Br,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccc(Cl)cc2c2nc3ccccc3nc21)c1ccccc1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccccc2c2nc3cc(Cl)ccc3nc21)c1ccc(Cl)cc1,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccccc2c2nc3cc(Cl)ccc3nc21)c1ccccc1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccccc2c2nc3ccccc3nc21)c1ccc(C)cc1,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccccc2c2nc3ccccc3nc21)c1ccc(Cl)cc1,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccccc2c2nc3ccccc3nc21)c1ccc([N+](=O)[O-])cc1Br,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)Cn1c2ccccc2c2nc3ccccc3nc21)c1ccccc1,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)OC(C)(C)C)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,,,,,,4.03,,4.3,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)[C@@H]1CCC(=O)N1)c1ccccc1Cl,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)c1ccc(C)n1C)c1ccccc1Cl,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)c1ccccc1)C(=O)O,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)c1ccccc1N)c1ccccc1Cl,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)c1ccccc1O)c1ccccc1Cl,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)c1cccnc1)c1ccccc1Cl,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(=O)c1ccncc1)c1ccco1,,,,,,,,,,,,,,,,,3.32,,,,,,,,,,,,
C/C(=N\NC(=S)N1CCOCC1)c1snc(C)c1Br,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=O)c1ccccc1Cl,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)C(=O)O,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1cc(Br)sc1Br,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1cc(C)ns1,,,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1cc(C)sc1C,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1ccc(C)s1,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1ccccc1,,,,,,2.78,,,,,,,,,,,,,4.11,,,,,,,,,,
C/C(=N\NC(N)=S)c1ccccn1,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1cccnc1,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1ccncc1,3.04,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1ccns1,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1ccsn1,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1csnc1C,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1nscc1Br,,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC(N)=S)c1snc(C)c1Br,,,,,,,,3.62,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NC=O)c1ccccc1Cl,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(=N\NCCC1CCCCC1)C(=O)O,,,,,,,,,,,,,,,,,2.61,,,,,,,,,,,,
C/C(=N\Nc1nncc2ccccc12)C(=O)O,,,,,,,3.76,,,,,,,,,,,,,,,,,,,,,,
